Word & Type	Greek	English translation	dStrongs = Grammar	Dictionary form =  Gloss	editions	Meaning variants	Spelling variants	Spanish translation	Sub-meaning	Conjoin word	sStrong+Instance	Alt Strongs
Mat.1.13#11	ελιακειμ	Eliakim	G1662=N-PRI								G1662_A	
Mat.1.13#12	δε	and	G1161=CONJ								G1161_C	
Mat.1.13#13	ελιακειμ	Eliakim	G1662=N-PRI								G1662_B	
Mat.1.13#14	εγεννησεν	begat	G1080=V-AAI-3S								G1080_C	
Mat.1.13#15	Ἀζώρ·	Azor	G107=N-PRI	Ἀζώρ=Azor	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Azor	Azor»Azor|Azor@Mat.1.13-	#15	G107_A	
Mat.1.14#01	τὸν		G3588=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#04»05:G4524	G3588_A	
Mat.1.14#02	τὸν		G3588=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#09»10:G0885	G3588_B	
Mat.1.14#03	τὸν		G3588=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#14»15:G1664	G3588_C	
Mat.1.14#04	δε	And	G1161=CONJ								G1161_A	
Mat.1.14#05	αζωρ	Azor	G107=N-PRI								G107_A	
Mat.1.14#06	εγεννησεν	begat	G1080=V-AAI-3S								G1080_A	
Mat.1.14#07	σαδωκ	Sadoc	G4524=N-PRI								G4524_A	
Mat.1.14#08	δε	and	G1161=CONJ								G1161_B	
Mat.1.14#09	σαδωκ	Sadoc	G4524=N-PRI								G4524_B	
Mat.1.14#10	εγεννησεν	begat	G1080=V-AAI-3S								G1080_B	
Mat.1.14#11	αχειμ	Achim	G885=N-PRI								G885_A	
Mat.1.14#12	δε	and	G1161=CONJ								G1161_C	
Mat.1.14#13	αχειμ	Achim	G885=N-PRI								G885_B	
Mat.1.14#14	εγεννησεν	begat	G1080=V-AAI-3S								G1080_C	
Mat.1.14#15	Ἐλιούδ·	Eliud	G1664=N-PRI	Ἐλιούδ=Eliud	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Eliud	Eliud»Eliud|Eliud@Mat.1.14-	#15	G1664_A	
Mat.1.15#01	τὸν		G3588=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#04»05:G1648	G3588_A	
Mat.1.15#02	τὸν		G3588=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#09»10:G3157	G3588_B	
Mat.1.15#03	τὸν		G3588=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#14»15:G2384	G3588_C	
Mat.1.15#04	δε	And	G1161=CONJ								G1161_A	
Mat.1.15#05	ελιουδ	Eliud	G1664=N-PRI								G1664_A	
Mat.1.15#06	εγεννησεν	begat	G1080=V-AAI-3S								G1080_A	
Mat.1.15#07	ελεαζαρ	Eleazar	G1648=N-PRI								G1648_A	
Mat.1.15#08	δε	and	G1161=CONJ								G1161_B	
Mat.1.15#09	ελεαζαρ	Eleazar	G1648=N-PRI								G1648_B	
Mat.1.15#10	εγεννησεν	begat	G1080=V-AAI-3S								G1080_B	
Mat.1.15#11	ματθαν	Matthan	G3157=N-PRI								G3157_A	
Mat.1.15#12	δε	and	G1161=CONJ								G1161_C	
Mat.1.15#13	ματθαν	Matthan	G3157=N-PRI								G3157_B	
Mat.1.15#14	εγεννησεν	begat	G1080=V-AAI-3S								G1080_C	
Mat.1.15#15	Ἰακώβ·	Jacob	G2384=N-PRI	Ἰακώβ=Jacob	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Jacob	Jacob»Jacob@Mat.1.15-	#15	G2384_A	
Mat.1.16#01	τὸν		G3588=T-NSM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#04»05:G2501	G3588_A	
Mat.1.16#02	τὸν		G3588=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#06»07:G0435	G3588_B	
Mat.1.16#03	δε	And	G1161=CONJ								G1161_A	
Mat.1.16#04	ιακωβ	Jacob	G2384=N-PRI								G2384_A	
Mat.1.16#05	ἐγεννήθη	begat	G1080=V-AAI-3S	γεννάω=to beget	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			fue generado	to beget	#11	G1080_A	
Mat.1.16#06	ιωσηφ	Joseph	G2501=N-PRI								G2501_A	
Mat.1.16#07	ὁ	the husband	G3588/G435=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	which	#13»14:G3004	G3588_C	
Mat.1.16#08	μαριας	of Mary	G3137=N-GSF								G3137_A	
Mat.1.16#09	εξ	of	G1537=PREP								G1537_A	
Mat.1.16#10	ης	whom	G3739=R-GSF								G3739_A	
Mat.1.16#11	εγεννηθη	was born	G1080=V-API-3S								G1080_B	
Mat.1.16#12	ιησους	Jesus	G2424=N-NSM								G2424_A	
Mat.1.16#13	λεγόμενος	who is called	G3004=V-PPP-NSM	λέγω=to speak	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estando siendo dicho	: call»to speak|2_call/name	#14	G3004_A	
Mat.1.16#14	Χριστός.¶	Christ	G5547=N-NSM	Χριστός=Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Ungido	Christ»Christ|Jesus@Mat.1.1	#15	G5547_A	
Mat.1.17#01	οὖν	So	G3767=CONJ	οὖν=therefore/then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			por lo tanto	therefore	#02	G3767_A	
Mat.1.17#02	πασαι	all	G3956=A-NPF								G3956_A	
Mat.1.17#03	αἱ γενεαὶ	the generations	G3588/G1074=T-NPF	γενεά=generation / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			las generaciones	the generations	#03»04:G1074 #04	G3588_A	
Mat.1.17#04	ἀπὸ	from	G575=PREP	ἀπό=away from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			desde	from	#05	G575_A	
Mat.1.17#05	Ἀβραὰμ	Abraham	G11=N-PRI	Ἀβραάμ=Abraham	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn: Ἁβραὰμ ;	Abrahán	Abraham»Abraham|Abraham@Gen.11.26	#06	G11_A	
Mat.1.17#06	ἕως	to	G2193=ADV	ἕως=until	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hasta	until	#07	G2193_A	G3755
Mat.1.17#07	Δαυὶδ	David	G1138=N-PRI	Δαυείδ, Δαυίδ, Δαβίδ=David	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn+WH: Δαυεὶδ ; +TR: Δαβὶδ ;	David	David»David|David@Rut.4.17	#08	G1138_A	
Mat.1.17#08	δεκατέσσαρες	fourteen	G1180=A-NPF	δεκατέσσαρες=fourteen	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			catorce	fourteen	#10	G1180_A	
Mat.1.17#09	γενεαὶ	generations	G1074=N-NPF	γενεά=generation	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			generaciones	generation	#18	G1074_A	
Mat.1.17#10	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#20	G2532_A	
Mat.1.17#11	ἀπὸ	from	G575=PREP	ἀπό=away from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			desde	from	#21	G575_B	
Mat.1.17#12	δαβιδ	David	G1138=N-PRI								G1138_B	
Mat.1.17#13	ἕως	until	G2193=ADV	ἕως=until	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hasta	until	#25	G2193_B	G3755
Mat.1.17#14	τοῦ	the carrying away into	G3588/G3350=T-GSF	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#26»27:G5547	G3588_B	
Mat.1.17#15	βαβυλωνος	Babylon	G897=N-GSF								G897_A	
Mat.1.17#16	δεκατέσσαρες.¶	fourteen	G1180=A-NPF	δεκατέσσαρες=fourteen	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			catorce	fourteen	#29	G1180_B	
Mat.1.17#17	γενεαι	generations	G1074=N-NPF								G1074_B	
Mat.1.17#18	και	and	G2532=CONJ								G2532_B	
Mat.1.17#19	απο	from	G575=PREP								G575_C	
Mat.1.17#20	της	the carrying away into	G3588/G3350=T-GSF								G3588_C	
Mat.1.17#21	βαβυλωνος	Babylon	G897=N-GSF								G897_B	
Mat.1.17#22	εως	unto	G2193=ADV								G2193_C	
Mat.1.17#23	του	Christ	G3588/G5547=T-GSM								G3588_D	
Mat.1.17#24	δεκατεσσαρες	fourteen	G1180=A-NPF								G1180_C	
Mat.1.17#25	γενεαι	generations	G1074=N-NPF								G1074_C	
Mat.1.18#01	δὲ	Now	G1161=CONJ	δέ=but/and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			pero	and	#02	G1161_A	
Mat.1.18#02	ἡ	the birth	G3588/G1083=T-NSF	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#05»06:G1078	G3588_A	
Mat.1.18#03	τῆς	of Jesus	G3588/G2424=T-GSM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			la	the	#11»12:G3384	G3588_B	
Mat.1.18#04	χριστου	Christ	G5547=N-GSM								G5547_A	
Mat.1.18#05	ην	was	G1510=V-IAI-3S								G1510_A	
Mat.1.18#06	ουτως	on this wise	G3779=ADV								G3779_A	
Mat.1.18#07	γαρ	When as	G1063=CONJ								G1063_A	
Mat.1.18#08	αὐτοῦ	his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of him	#13«12:G3384	G846_A	G3778
Mat.1.18#09	τῷ	mother	G3588/G3384=T-GSF	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#15»16:G2501	G3588_C	
Mat.1.18#10	μαριας	Mary	G3137=N-GSF								G3137_A	
Mat.1.18#11	μνηστευθεισης	was espoused	G3423=V-APP-GSF								G3423_A	
Mat.1.18#12	Ἰωσήφ,	to Joseph	G3588/G2501=T-DSM	Ἰωσήφ=Joseph	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			José	Joseph»Joseph|Joseph@Mat.1.16	#16	G3588_D	
Mat.1.18#13	πρὶν	before	G4250=ADV	πρίν=before	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			antes	before	#17	G4250_A	
Mat.1.18#14	ἢ		G2228=PRT	ἤ=or/than	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de	or	#18	G2228_A	
Mat.1.18#15	αὐτοὺς	they	G846=P-APM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			ellos	them	#20«19:G4905	G846_B	G3778
Mat.1.18#16	συνελθειν	came together	G4905=V-2AAN								G4905_A	
Mat.1.18#17	εὑρέθη	she was found	G2147=V-API-3S	εὑρίσκω=to find/meet	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			fue hallada	to find	#21	G2147_A	
Mat.1.18#18	ἐν γαστρὶ ἔχουσα	with child	G1722/G1064/G2192=PREP	γαστήρ=belly / ἐν=in/on/among / ἔχω=to have/be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en vientre estando teniendo	in belly to have	#22 #23 #24	G1722_A	
Mat.1.18#19	ἐκ	of	G1537=PREP	ἐκ=out from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			procedente de	out of	#25	G1537_A	
Mat.1.18#20	πνεύματος	the	G4151=N-GSN	πνεῦμα=spirit/breath	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			espíritu	: spirit»spirit/breath|1_spirit	#26	G4151_A	
Mat.1.18#21	ἁγίου.	Holy	G40=A-GSN	ἅγιος=holy	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			santo	: holy»holy|1_holy	#27	G40_A	G0039
Mat.1.18#22	πνευματος	Ghost	G4151=N-GSN								G4151_B	
Mat.1.19#01	δὲ	Then	G1161=CONJ	δέ=but/and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			pero	and	#02	G1161_A	
Mat.1.19#02	ιωσηφ	Joseph	G2501=N-PRI								G2501_A	
Mat.1.19#03	αὐτῆς,	her	G846=P-GSF	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de ella	her	#05«04:G0435	G846_A	G3778
Mat.1.19#04	ο	husband	G3588/G435=T-NSM								G3588_A	
Mat.1.19#05	ὢν	being	G1510=V-PAP-NSM	εἰμί=to be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estando siendo	to be	#07	G1510_A	G5607
Mat.1.19#06	δικαιος	a just	G1342=A-NSM								G1342_A	
Mat.1.19#07	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#08	G2532_A	
Mat.1.19#08	μὴ	not	G3361=PRT-N	μή=not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			no	not	#09»10:G2309	G3361_A	
Mat.1.19#09	θέλων	willing	G2309=V-PAP-NSM	θέλω=to will/desire	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estando queriendo	to will	#10	G2309_A	
Mat.1.19#10	παραδειγματισαι	to make	G3856=V-AAN								G3856_A	
Mat.1.19#11	αὐτὴν	her	G846=P-ASF	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a ella	her	#11»12:G1165	G846_B	G3778
Mat.1.19#12	παραδειγματισαι	a publick example	G3856=V-AAN								G3856_B	
Mat.1.19#13	ἐβουλήθη	was minded	G1014=V-AOI-3S	βούλομαι=to plan	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			tuvo la intención	to plan	#13	G1014_A	
Mat.1.19#14	ἀπολῦσαι	to put	G630=V-AAN	ἀπολύω=to release	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			divorciar	: divorce»to release|2_divorce	#15	G630_A	
Mat.1.19#15	αὐτήν.¶	her	G846=P-ASF	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a ella	her	#16«15:G0630	G846_C	G3778
Mat.1.19#16	απολυσαι	away	G630=V-AAN								G630_B	
Mat.1.19#17	λαθρα	privily	G2977=ADV								G2977_A	
Mat.1.20#01	δὲ	But	G1161=CONJ	δέ=but/and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			pero	and	#02	G1161_A	
Mat.1.20#02	ἐνθυμηθέντος	while	G1760=V-AOP-GSM	ἐνθυμέομαι=to reflect on	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			habiendo reflexionado	to reflect on	#04	G1760_A	
Mat.1.20#03	αὐτῷ	he	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a él	to him	#11«10:G5316	G846_A	G3778
Mat.1.20#04	ενθυμηθεντος	thought on	G1760=V-AOP-GSM								G1760_B	
Mat.1.20#05	ταυτα	these things	G3778=D-APN								G3778_A	
Mat.1.20#06	ιδου	behold	G3708=V-2AMM-2S								G3708_A	
Mat.1.20#07	αγγελος	the angel	G32=N-NSM								G32_A	
Mat.1.20#08	κυριου	of the Lord	G2962=N-GSM								G2962_A	
Mat.1.20#09	εφανη	appeared	G5316=V-2API-3S								G5316_A	
Mat.1.20#10	αυτω	unto him	G846=P-DSM								G846_B	
Mat.1.20#11	κατ	in	G2596=PREP								G2596_A	
Mat.1.20#12	οναρ	a dream	G3677=N-OI								G3677_A	
Mat.1.20#13	λέγων·	saying	G3004=V-PAP-NSM	λέγω=to speak	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estando diciendo	: speak»to speak|1_speak/ask	#12	G3004_A	
Mat.1.20#14	Ἰωσὴφ	Joseph	G2501=N-PRI	Ἰωσήφ=Joseph	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			José	Joseph»Joseph|Joseph@Mat.1.16	#13	G2501_A	
Mat.1.20#15	υἱὸς	thou son	G5207=N-NSM	υἱός=son	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hijo	son	#14	G5207_A	
Mat.1.20#16	Δαυίδ,	of David	G1138=N-PRI	Δαυείδ, Δαυίδ, Δαβίδ=David	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn+WH: Δαυείδ ; +TR: Δαβίδ ;	de David	David»David|David@Rut.4.17	#15	G1138_A	
Mat.1.20#17	φοβηθῇς	fear	G5399=V-AOS-2S	φοβέω=to fear	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			temas	to fear	#17	G5399_A	
Mat.1.20#18	μη	not	G3361=PRT-N								G3361_A	
Mat.1.20#19	παραλαβεῖν	to take unto thee	G3880=V-2AAN	παραλαμβάνω=to take	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			tomar contigo	to take	#18	G3880_A	
Mat.1.20#20	Μαρίαν	Mary	G3137=N-PRI	Μαρία=Mary	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn+Treg+TR+Byz: Μαριὰμ ;	a María	Mary»Mary|Mary@Mat.1.16	#19	G3137_A	
Mat.1.20#21	σου·	thy	G4771=P-2GS	σύ=you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			tuya	of you	#22«21:G1135	G4771_A	G4675
Mat.1.20#22	τὸ	wife	G3588/G1135=T-ASF	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			lo	[that] which	#23»27:G1080	G3588_A	
Mat.1.20#23	γὰρ	for that	G1063=CONJ	γάρ=for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			porque	for	#24	G1063_A	
Mat.1.20#24	το	which	G3588=T-NSN								G3588_B	
Mat.1.20#25	γεννηθὲν	is conceived	G1080=V-APP-NSN	γεννάω=to beget	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			habiendo sido generado	to beget	#27	G1080_A	
Mat.1.20#26	εν	in	G1722=PREP								G1722_A	
Mat.1.20#27	αυτη	her	G846=P-DSF								G846_C	
Mat.1.20#28	ἐστιν	is	G1510=V-PAI-3S	εἰμί=to be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			está siendo	is	#30	G1510_A	G2076
Mat.1.20#29	εκ	of	G1537=PREP								G1537_A	
Mat.1.20#30	πνευματος	the	G4151=N-GSN								G4151_A	
Mat.1.20#31	ἁγίου.	Holy	G40=A-GSN	ἅγιος=holy	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			santo	: holy»holy|1_holy	#31	G40_A	G0039
Mat.1.20#32	πνευματος	Ghost	G4151=N-GSN								G4151_B	
Mat.1.21#01	δὲ	And	G1161=CONJ	δέ=but/and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			pero	and	#02	G1161_A	
Mat.1.21#02	τεξεται	she shall bring forth	G5088=V-FDI-3S								G5088_A	
Mat.1.21#03	υἱόν,	a son	G5207=N-ASM	υἱός=son	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hijo	son	#03	G5207_A	
Mat.1.21#04	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#04	G2532_A	
Mat.1.21#05	καλέσεις	thou shalt call	G2564=V-FAI-2S	καλέω=to call	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			llamarás	: call»to call|1_call/invite	#05	G2564_A	
Mat.1.21#06	αὐτοῦ	his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of him	#08«07:G3686	G846_A	G3778
Mat.1.21#07	τὸν	name	G3588/G3686=T-ASN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el	the	#13»14:G2992	G3588_A	
Mat.1.21#08	ιησουν	JESUS	G2424=N-ASM								G2424_A	
Mat.1.21#09	γαρ	for	G1063=CONJ								G1063_A	
Mat.1.21#10	αὐτοῦ	he	G846=P-NSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	his	#15«14:G2992	G846_B	G3778
Mat.1.21#11	σωσει	shall save	G4982=V-FAI-3S								G4982_A	
Mat.1.21#12	αὐτῶν.¶	his	G846=P-GPM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de ellos	their	#19«18:G0266	G846_C	G3778
Mat.1.21#13	τον	people	G3588/G2992=T-ASM								G3588_B	
Mat.1.21#14	απο	from	G575=PREP								G575_A	
Mat.1.21#15	αυτου	their	G846=P-GSM								G846_D	
Mat.1.21#16	των	sins	G3588/G266=T-GPF								G3588_C	
Mat.1.22#01	δὲ	Now	G1161=CONJ	δέ=but/and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			pero	and	#02	G1161_A	
Mat.1.22#02	ὅλον	all	G3650=A-NSN	ὅλος=all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			entero	all	#03	G3650_A	
Mat.1.22#03	τουτο	this	G3778=D-NSN								G3778_A	
Mat.1.22#04	γέγονεν	was done	G1096=V-2RAI-3S	γίνομαι=to be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			ha llegado a ser	to be	#04	G1096_A	
Mat.1.22#05	ἵνα	that it	G2443=CONJ	ἵνα=in order that/to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			para que	in order that	#05	G2443_A	G3363
Mat.1.22#06	πληρωθῇ	might be fulfilled	G4137=V-APS-3S	πληρόω=to fulfill	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			sea llenado a plenitud	to fulfill	#06	G4137_A	
Mat.1.22#07	τὸ	which	G3588=T-NSN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			lo	[that] which	#07»08:G2036	G3588_A	
Mat.1.22#08	ῥηθὲν	was spoken	G2046=V-APP-NSN	ἔπω, ἐρῶ, εἶπον=to say	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			habiendo sido hablado	to say	#08	G2046_A	
Mat.1.22#09	ὑπὸ	of	G5259=PREP	ὑπό=by/under	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			por	: by»by/under|1_by	#09	G5259_A	
Mat.1.22#10	τοῦ κυρίου	the Lord	G3588/G2962=T-GSM	κύριος=lord / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz TR+Byz			de el Señor	the : God»lord|1_God	#10»11:G2962 #11	G3588_B	
Mat.1.22#11	διὰ	by	G1223=PREP	διά=through/because of	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a través de	through	#12	G1223_A	
Mat.1.22#12	τοῦ προφήτου	the prophet	G3588/G4396=T-GSM	προφήτης=prophet / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el vocero	which prophet	#13»15:G3004 #14	G3588_C	
Mat.1.22#13	λέγοντος·	saying	G3004=V-PAP-GSM	λέγω=to speak	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estando diciendo	: speak»to speak|1_speak/ask	#15	G3004_A	
Mat.1.23#01	ιδου	Behold	G3708=V-2AMM-2S								G3708_A	
Mat.1.23#02	ἡ παρθένος	a virgin	G3588/G3933=T-NSF	παρθένος=virgin / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			la virgen	the virgin	#02»03:G3933 #03	G3588_A	
Mat.1.23#03	ἕξει	shall be	G2192=V-FAI-3S	ἔχω=to have/be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			tendrá	to have	#06	G2192_A	
Mat.1.23#04	εν	with	G1722=PREP								G1722_A	
Mat.1.23#05	γαστρι	child	G1064=N-DSF								G1064_A	
Mat.1.23#06	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#07	G2532_A	
Mat.1.23#07	τέξεται	shall bring forth	G5088=V-FDI-3S	τίκτω=to give birth to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			dará a luz	to give birth to	#08	G5088_A	
Mat.1.23#08	υἱόν,	a son	G5207=N-ASM	υἱός=son	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hijo	son	#09	G5207_A	
Mat.1.23#09	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#10	G2532_B	
Mat.1.23#10	καλέσουσιν	they shall call	G2564=V-FAI-3P	καλέω=to call	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			llamarán	: call»to call|1_call/invite	#11	G2564_A	
Mat.1.23#11	αὐτοῦ	his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of him	#14«13:G3686	G846_A	G3778
Mat.1.23#12	ὁ	name	G3588/G3686=T-ASN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#21»22:G2316	G3588_B	
Mat.1.23#13	εμμανουηλ	Emmanuel	G1694=N-PRI								G1694_A	
Mat.1.23#14	ο	which	G3739=R-NSN								G3739_A	
Mat.1.23#15	μεθερμηνευομενον	being interpreted	G3177=V-PPP-NSN								G3177_A	
Mat.1.23#16	εστιν	is	G1510=V-PAI-3S								G1510_A	
Mat.1.23#17	θεός.¶	God	G3588/G2316=T-NSM	θεός=God	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Dios	God	#22	G3588_C	
Mat.1.23#18	μεθ	with	G3326=PREP								G3326_A	
Mat.1.23#19	ημων	us	G1473=P-1GP								G1473_A	
Mat.1.24#01	ὁ		G3588=T-NSM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	the	#03»04:G2501	G3588_A	
Mat.1.24#02	δε	Then	G1161=CONJ								G1161_A	
Mat.1.24#03	Ἰωσὴφ	Joseph	G2501=N-PRI	Ἰωσήφ=Joseph	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			José	Joseph»Joseph|Joseph@Mat.1.16	#04	G2501_A	
Mat.1.24#04	διεγερθεις	being raised	G1326=V-APP-NSM								G1326_A	
Mat.1.24#05	ἀπὸ	from	G575=PREP	ἀπό=away from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			desde	from	#05	G575_A	
Mat.1.24#06	τοῦ ὕπνου	sleep	G3588/G5258=T-GSM	ὁ=the/this/who / ὕπνος=sleep	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el sueño	the sleep	#06»07:G5258 #07	G3588_B	
Mat.1.24#07	ἐποίησεν	did	G4160=V-AAI-3S	ποιέω=to do/make	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hizo	: do»to do/make|1_do/work	#08	G4160_A	G4162
Mat.1.24#08	ὡς	as	G5613=ADV	ὡς=which/how	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			como	as	#09	G5613_A	
Mat.1.24#09	ὁ ἄγγελος	the angel	G3588/G32=T-NSM	ἄγγελος=angel / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el mensajero	the : angel»angel|2_angel	#12»13:G0032 #13	G3588_C	
Mat.1.24#10	κυρίου·	of the Lord	G2962=N-GSM	κύριος=lord	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de Señor	: God»lord|1_God	#14	G2962_A	
